13,100
18,100
26,0
22,100
30,0
24,0
16,0
24,0
22,0
23,0
29,0
23,0
21,0
18,100
25,0
23,0
24,0
19,0
28,0
13,0
21,0
22,0
16,100
17,100
20,100
15,0
18,0
20,100
20,0
22,0
33,0
25,0
28,0
36,0
18,0
28,0
22,0
16,100
23,0
23,0
23,0
18,100
15,100
35,0
16,100
12,100
18,100
26,100
26,0
23,0
18,0
28,0
10,100
31,0
21,0
22,0
19,0
14,100
23,0
21,0
14,0
16,0
19,100
26,0
17,0
22,0
26,0
21,100
26,0
16,100
29,0
20,0
28,0
17,100
22,0
23,0
27,0
25,100
30,0
22,0
27,0
22,0
24,0
17,100
13,0
26,0
36,0
22,0
26,0
19,100
22,0
20,0
19,0
23,100
19,0
21,0
30,0
20,100
22,0
20,0
