23,100
46,100
80,100
60,100
28,100
41,100
29,100
63,100
75,100
42,100
62,100
59,100
37,100
62,100
24,100
60,100
24,100
17,100
26,100
60,100
37,100
39,100
32,100
30,100
114,100
54,100
47,100
21,100
59,100
40,100
42,100
71,100
62,100
66,100
97,100
41,100
97,100
39,100
71,100
81,100
83,100
58,100
97,100
51,100
69,100
35,0
66,100
36,100
37,100
14,100
38,100
54,100
30,100
20,100
34,100
76,100
108,100
50,100
27,100
29,100
36,100
71,100
29,100
69,100
54,100
61,100
39,100
30,100
42,100
30,100
35,100
62,100
37,100
20,100
24,100
54,100
55,100
18,100
17,100
91,100
47,100
24,100
52,100
108,100
35,0
19,100
27,100
17,100
64,100
36,100
45,100
13,100
63,100
45,100
46,100
103,100
26,100
14,100
69,100
42,100
19,100
26,100
44,100
28,100
41,100
39,100
83,100
42,100
38,100
65,100
48,100
55,100
72,100
71,100
23,100
37,100
53,100
43,100
85,100
72,100
84,100
52,100
22,100
28,100
64,100
23,100
17,100
57,100
54,100
72,100
39,100
41,100
28,100
18,100
83,100
19,100
64,100
22,100
42,100
21,100
53,100
29,100
27,100
61,100
27,100
80,100
26,100
73,100
34,100
18,100
50,100
73,100
61,100
23,100
54,100
23,100
44,100
77,100
74,100
29,100
44,100
35,100
38,100
32,100
52,100
43,100
57,100
27,100
27,100
63,100
48,100
31,100
64,100
31,100
53,100
25,100
34,100
71,100
29,100
63,100
53,100
23,100
75,100
59,100
40,100
28,100
26,100
38,100
28,100
75,100
44,100
27,100
20,100
51,100
31,100
59,100
41,100
63,100
60,100
52,100
23,100
61,100
86,100
53,100
33,100
28,100
32,100
32,100
53,100
33,100
48,100
64,100
20,100
61,100
57,100
78,100
64,100
51,100
45,100
34,100
61,100
29,100
30,100
40,100
45,100
29,100
75,100
39,100
73,100
41,100
79,100
29,100
29,100
23,100
33,100
55,100
49,100
45,100
76,100
93,100
38,100
41,100
26,100
69,100
39,100
36,100
32,100
13,100
23,100
80,100
21,100
40,100
26,100
66,100
61,100
73,100
29,100
16,100
75,100
78,100
39,100
40,100
44,100
56,100
27,100
74,100
76,100
58,100
61,100
61,100
43,100
24,100
68,100
48,100
54,100
39,100
53,100
23,100
22,100
70,100
37,100
54,100
78,100
71,100
39,100
44,100
34,100
58,100
21,100
62,100
37,100
35,100
24,100
71,100
30,100
29,100
26,100
66,100
91,100
16,100
42,100
33,100
56,100
97,100
43,100
42,100
27,100
71,100
38,100
39,100
76,100
70,100
31,100
42,100
32,100
33,100
31,100
80,100
62,100
75,100
46,100
24,100
21,100
77,100
45,100
36,100
93,100
49,100
59,100
49,100
30,100
71,100
86,100
53,100
35,100
37,100
32,0
60,100
38,100
21,100
53,100
38,100
83,100
41,100
88,100
23,100
46,100
74,100
20,100
22,100
38,100
50,100
38,100
56,100
68,100
21,100
76,100
71,100
49,100
38,100
35,100
57,100
62,100
38,100
35,100
88,100
47,100
58,100
96,100
77,0
67,100
28,100
41,100
21,100
65,100
34,100
84,100
62,100
64,100
19,100
17,100
57,100
36,100
59,100
40,100
31,100
15,100
23,100
40,100
62,100
35,100
49,100
45,100
40,100
33,100
47,100
72,100
20,100
20,100
66,100
22,100
32,100
97,100
26,100
44,100
39,100
30,100
30,100
51,100
35,100
51,100
71,100
82,0
34,100
74,100
69,100
63,100
28,100
27,100
25,100
81,100
37,100
70,100
48,100
17,100
54,100
74,100
40,100
59,100
24,100
43,100
61,100
42,100
47,100
51,100
20,100
32,100
16,100
22,100
53,100
32,100
24,100
21,100
18,100
59,100
37,100
30,100
34,100
74,100
75,100
29,100
59,100
13,100
86,100
71,100
59,100
29,100
25,100
24,100
93,100
38,100
58,100
81,100
39,100
22,100
51,100
63,100
55,100
51,100
48,100
18,100
30,100
49,100
49,100
15,100
33,100
17,100
48,100
44,100
20,100
26,100
30,100
36,100
43,100
38,100
62,100
49,100
24,100
63,100
89,100
86,100
66,100
40,100
22,100
21,100
41,100
21,100
47,100
21,100
18,100
45,100
25,100
41,100
51,100
23,100
72,100
70,100
23,100
52,100
46,100
20,100
35,100
42,100
80,100
62,100
57,100
21,100
133,100
33,100
35,100
28,100
34,100
74,100
52,100
46,100
43,100
71,100
86,0
37,100
84,0
43,100
63,100
31,100
69,100
32,100
19,100
19,100
79,100
44,100
66,100
55,100
31,100
64,100
77,100
38,100
44,100
53,100
28,100
17,100
19,100
43,100
61,100
47,100
44,0
24,100
29,100
23,100
64,100
69,100
55,100
39,100
47,100
67,100
24,100
61,100
48,0
66,100
71,100
28,100
56,100
71,100
41,100
51,100
34,100
39,100
32,100
43,100
34,100
34,100
30,100
42,100
29,100
40,100
53,100
45,100
41,100
54,100
60,100
59,100
41,100
68,100
54,100
32,100
46,100
78,100
21,100
60,100
28,100
60,100
18,100
33,100
20,100
28,100
16,100
64,100
31,100
76,100
39,100
80,100
75,100
35,100
60,100
61,100
86,100
34,100
49,100
26,100
81,100
27,100
45,100
31,100
42,100
69,100
37,100
68,100
67,100
68,100
27,100
16,100
34,100
61,100
70,100
16,100
15,100
85,100
21,100
